"Strictly Confidential"
"Report Run Date :07-02-2016 18:19:14"
"IDEA Cellular Limited - Mahrashtra "
"11/1, Sharda Centre, Erandwane, Off Karve Road,"
"Pune - 411004. Mahrashtra. India."
"Call details for MSISDN : +917700770077"
"Category : Pre-Paid"
"IMSI : 404220526949689"
"From Date 01-09-2015 00:00:00 To Date 07-02-2016 18:19:12"
"01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16"
"917700770077","N/A","IZ-612345","06-02-2016","13:02:39","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919767927095","06-02-2016","10:40:41","19","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","06-02-2016","10:30:56","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","06-02-2016","10:30:53","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","06-02-2016","10:18:42","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","06-02-2016","10:18:37","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","05-02-2016","19:33:18","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","9960971088","05-02-2016","16:30:48","15","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","05-02-2016","15:02:18","32","40422-10121-14293","40422-10121-14291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","918275593335","05-02-2016","14:29:31","74","40422-10121-24291","40422-10121-64803","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","05-02-2016","13:59:29","104","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","911400946169","05-02-2016","13:56:01","190","40422-10121-24291","40422-10121-64803","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","05-02-2016","13:42:48","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","9960971088","05-02-2016","13:32:07","92","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","05-02-2016","12:09:01","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","05-02-2016","12:08:56","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","05-02-2016","12:05:27","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","918275593335","05-02-2016","10:13:22","86","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","05-02-2016","09:54:41","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","05-02-2016","09:54:37","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","9960971088","05-02-2016","09:44:00","38","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","04-02-2016","21:14:47","182","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","04-02-2016","13:50:54","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","04-02-2016","10:33:07","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919960251730","04-02-2016","09:13:25","429","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","AM-BPCLPG","04-02-2016","08:37:08","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919892081135","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","03-02-2016","20:01:23","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","03-02-2016","16:35:26","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","9890423927","03-02-2016","12:53:31","67","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","03-02-2016","12:06:42","0","40422-10121-472","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-Idea","03-02-2016","11:27:35","0","40422-10121-14293","N/A","SMT","'355189051062300","404220526949689","PP","919822078000","N/A","2G","N/A"
"917700770077","N/A","AM-BPCLPG","03-02-2016","09:18:29","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919892081135","N/A","2G","N/A"
"917700770077","3006","9420456789","03-02-2016","09:08:37","56","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3006","9420456789","03-02-2016","09:07:21","43","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3006","9420456789","03-02-2016","09:06:13","60","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3006","9420456789","03-02-2016","09:05:32","35","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","8554835143","02-02-2016","19:24:00","38","40422-10121-593","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919764277119","02-02-2016","16:57:56","14","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","02-02-2016","16:28:33","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919960971088","02-02-2016","16:27:30","65","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","02-02-2016","16:10:03","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919764277119","02-02-2016","16:09:41","85","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919960971088","02-02-2016","16:07:45","10","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","02-02-2016","14:54:11","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919960971088","02-02-2016","14:41:20","17","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","02-02-2016","13:42:13","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","02-02-2016","11:41:28","43","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","9960971088","02-02-2016","10:48:14","28","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919923642971","02-02-2016","10:45:40","9","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919764277119","01-02-2016","17:56:05","15","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","01-02-2016","13:22:16","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","01-02-2016","11:52:57","127","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","31-01-2016","20:02:12","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","31-01-2016","18:38:21","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","31-01-2016","17:35:05","351","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","9823594196","31-01-2016","17:12:11","36","40422-10129-15172","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","31-01-2016","15:34:36","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","31-01-2016","09:40:30","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","IM-MANOHR","31-01-2016","09:37:49","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919088001614","N/A","2G","N/A"
"917700770077","N/A","911400945133","30-01-2016","20:39:42","40","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","30-01-2016","18:23:58","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","30-01-2016","15:38:50","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","30-01-2016","13:34:02","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","30-01-2016","13:33:47","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","DM-WEL","30-01-2016","09:49:56","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919768399176","N/A","2G","N/A"
"917700770077","N/A","911400945131","30-01-2016","09:25:28","26","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","29-01-2016","20:41:48","376","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","911400946184","29-01-2016","18:49:46","55","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-IdeaCa","29-01-2016","18:32:17","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078000","N/A","2G","N/A"
"917700770077","N/A","IZ-IdeaCa","29-01-2016","18:32:13","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078000","N/A","2G","N/A"
"917700770077","N/A","198","29-01-2016","18:32:01","5","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","29-01-2016","18:05:55","158","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","29-01-2016","15:19:36","366","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","29-01-2016","12:30:09","18","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","29-01-2016","10:39:48","60","40422-10121-472","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","911400946169","28-01-2016","20:41:34","19","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","918275593335","28-01-2016","18:46:28","84","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","28-01-2016","18:08:23","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","28-01-2016","17:08:24","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","28-01-2016","16:17:14","125","40422-10121-14293","40422-10121-14293","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-Idea","28-01-2016","16:16:41","0","40422-10121-14293","N/A","SMT","'355189051062300","404220526949689","PP","919822078000","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","28-01-2016","15:00:52","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","28-01-2016","14:42:08","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919823594196","28-01-2016","07:46:20","63","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","27-01-2016","20:34:27","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","27-01-2016","20:06:26","68","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919890197955","27-01-2016","17:17:52","10","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","27-01-2016","16:36:21","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","27-01-2016","16:09:37","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","918421181463","27-01-2016","15:59:39","135","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","918421181463","27-01-2016","15:54:44","124","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","918421181463","27-01-2016","15:54:23","11","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","27-01-2016","15:54:09","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","27-01-2016","11:59:27","171","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919890197955","27-01-2016","11:42:58","12","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","27-01-2016","10:58:34","28","40422-10121-593","40422-10121-593","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","26-01-2016","18:16:43","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","26-01-2016","17:09:27","14","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","26-01-2016","16:41:08","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","26-01-2016","13:42:12","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","26-01-2016","11:42:34","103","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","MD-WEL","26-01-2016","10:21:54","0","40422-10121-593","N/A","SMT","'355189051062300","404220526949689","PP","919868191091","N/A","2G","N/A"
"917700770077","3075","919960911517","25-01-2016","20:43:21","848","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","25-01-2016","20:08:01","0","40422-10129-15172","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","918275593335","25-01-2016","19:24:29","559","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","25-01-2016","18:40:50","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","25-01-2016","16:33:05","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","25-01-2016","16:01:28","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","25-01-2016","12:50:54","26","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","25-01-2016","10:42:50","66","40422-10121-14301","40422-10121-14302","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","DZ-MANOHR","25-01-2016","10:22:40","0","40422-10121-24292","N/A","SMT","'355189051062300","404220526949689","PP","919768099140","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","24-01-2016","20:01:07","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919657917247","24-01-2016","19:21:52","119","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","24-01-2016","18:38:17","114","40422-10121-24291","40422-10121-593","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","24-01-2016","18:11:06","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","24-01-2016","16:36:09","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","24-01-2016","16:33:24","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919890197955","24-01-2016","16:00:42","10","40422-10121-593","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919890197955","24-01-2016","15:43:15","81","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","24-01-2016","14:37:56","39","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919657917247","24-01-2016","13:31:04","251","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919923265331","24-01-2016","11:11:04","78","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919960218222","23-01-2016","20:59:31","618","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919657917247","23-01-2016","20:57:13","109","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919657917247","23-01-2016","20:55:55","69","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","911400946004","23-01-2016","19:58:48","53","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919767927095","23-01-2016","18:40:29","41","40422-10121-472","40422-10129-15172","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919767927095","23-01-2016","18:39:41","21","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919767927095","23-01-2016","18:33:10","63","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","23-01-2016","18:12:34","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","3075","919960911517","23-01-2016","17:51:11","175","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","23-01-2016","16:27:17","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","IZ-612345","23-01-2016","15:43:03","0","40422-10121-24291","N/A","SMT","'355189051062300","404220526949689","PP","919822078009","N/A","2G","N/A"
"917700770077","N/A","919890197955","23-01-2016","15:38:45","19","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","3075","919960911517","23-01-2016","12:00:05","159","40422-10121-1723","40422-10121-1723","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","918275593335","23-01-2016","10:31:04","19","40422-10121-14292","40422-10121-14292","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","918275593335","23-01-2016","10:15:38","19","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","919075796076","23-01-2016","09:54:09","22","40422-10121-24291","40422-10121-24291","MTC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
"917700770077","N/A","918275593335","23-01-2016","09:50:47","132","40422-10121-24291","40422-10121-24291","MOC","'355189051062300","404220526949689","PP","N/A","N/A","2G","N/A"
